item_id,purchase_id,product_id,Quantity,UnitPrice
192,787,2038,10,3.45
193,787,3721,10,3.45
194,807,1726,1,2.13
195,806,1726,1,2.13
196,805,1726,1,2.13
197,804,1726,1,2.13
198,803,1726,1,2.13
199,807,2054,1,25.49
200,807,3017,1,25.49
201,806,2054,1,25.49
202,806,3017,1,25.49
203,805,2054,1,25.49
204,805,3017,1,25.49
205,804,2054,1,25.49
206,804,3017,1,25.49
207,803,2054,1,25.49
208,803,3017,1,25.49
209,807,189,4,2.51
210,806,189,4,2.51
211,805,189,4,2.51
212,804,189,4,2.51
213,803,189,4,2.51
214,807,1425,2,4.21
215,806,1425,2,4.21
216,805,1425,2,4.21
217,804,1425,2,4.21
218,803,1425,2,4.21
219,807,1656,2,1.66
220,806,1656,2,1.66
221,805,1656,2,1.66
222,804,1656,2,1.66
223,803,1656,2,1.66
224,807,14,1,3.36
225,806,14,1,3.36
226,805,14,1,3.36
227,804,14,1,3.36
228,803,14,1,3.36
229,807,932,1,1.66
230,806,932,1,1.66
231,805,932,1,1.66
232,804,932,1,1.66
233,803,932,1,1.66
234,814,1140,1,7.62
235,813,1140,1,7.62
236,812,1140,1,7.62
237,811,1140,1,7.62
238,810,1140,1,7.62
239,814,803,7,3.36
240,813,803,7,3.36
241,812,803,7,3.36
242,811,803,7,3.36
243,810,803,7,3.36
244,814,822,2,8.47
245,813,822,2,8.47
246,812,822,2,8.47
247,811,822,2,8.47
248,810,822,2,8.47
249,829,1378,-5,1.25
250,828,1378,-5,1.25
251,827,1378,-5,1.25
252,826,1378,-5,1.25
253,825,1378,-5,1.25
254,829,378,-8,2.10
255,828,378,-8,2.10
256,827,378,-8,2.10
257,826,378,-8,2.10
258,825,378,-8,2.10
259,840,1572,1,3.75
260,846,329,1,6.75
261,906,295,5,1.65
262,910,2193,2,2.55
263,923,588,1,2.95
264,980,1005,7,2.51
265,979,1005,7,2.51
266,978,1005,7,2.51
267,977,1005,7,2.51
268,976,1005,7,2.51
269,980,1107,11,1.66
270,979,1107,11,1.66
271,978,1107,11,1.66
272,977,1107,11,1.66
273,976,1107,11,1.66
274,980,1405,2,11.02
275,979,1405,2,11.02
276,978,1405,2,11.02
277,977,1405,2,11.02
278,976,1405,2,11.02
279,991,1887,10,0.00
280,991,2248,10,0.00
281,990,1887,10,0.00
282,990,2248,10,0.00
283,989,1887,10,0.00
284,989,2248,10,0.00
285,988,1887,10,0.00
286,988,2248,10,0.00
287,987,1887,10,0.00
288,987,2248,10,0.00
289,1109,1892,12,2.55
290,1111,252,6,2.95
291,1113,649,5,1.65
292,1113,522,5,1.65
293,1141,1348,1,4.95
294,1145,725,1,10.95
295,1146,303,12,1.25
296,1146,926,2,5.45
297,1146,2889,2,5.45
298,1175,2283,2,0.84
299,1174,2283,2,0.84
300,1173,2283,2,0.84
301,1172,2283,2,0.84
302,1171,2283,2,0.84
303,1175,221,3,11.02
304,1174,221,3,11.02
305,1173,221,3,11.02
306,1172,221,3,11.02
307,1171,221,3,11.02
308,1175,308,9,2.51
309,1174,308,9,2.51
310,1173,308,9,2.51
311,1172,308,9,2.51
312,1171,308,9,2.51
313,1175,365,1,4.21
314,1174,365,1,4.21
315,1173,365,1,4.21
316,1172,365,1,4.21
317,1171,365,1,4.21
318,1175,407,3,4.21
319,1174,407,3,4.21
320,1173,407,3,4.21
321,1172,407,3,4.21
322,1171,407,3,4.21
323,1190,1117,3,34.00
324,1189,1117,3,34.00
325,1188,1117,3,34.00
326,1187,1117,3,34.00
327,1186,1117,3,34.00
328,1200,103,1,5.74
329,1199,103,1,5.74
330,1198,103,1,5.74
331,1197,103,1,5.74
332,1196,103,1,5.74
333,1200,1345,1,8.47
334,1199,1345,1,8.47
335,1198,1345,1,8.47
336,1197,1345,1,8.47
337,1196,1345,1,8.47
338,1200,608,2,5.91
339,1199,608,2,5.91
340,1198,608,2,5.91
341,1197,608,2,5.91
342,1196,608,2,5.91
343,1205,175,2,0.81
344,1204,175,2,0.81
345,1203,175,2,0.81
346,1202,175,2,0.81
347,1201,175,2,0.81
348,1211,1257,1,7.95
349,1230,254,3,1.25
350,1230,2455,3,1.25
351,1235,1757,2,7.95
352,1234,1757,2,7.95
353,1233,1757,2,7.95
354,1232,1757,2,7.95
355,1231,1757,2,7.95
356,1247,180,1,3.36
357,1246,180,1,3.36
358,1245,180,1,3.36
359,1244,180,1,3.36
360,1243,180,1,3.36
361,1247,37,4,4.21
362,1246,37,4,4.21
363,1245,37,4,4.21
364,1244,37,4,4.21
365,1243,37,4,4.21
366,1247,778,1,4.21
367,1246,778,1,4.21
368,1245,778,1,4.21
369,1244,778,1,4.21
370,1243,778,1,4.21
371,1247,634,2,1.28
372,1246,634,2,1.28
373,1245,634,2,1.28
374,1244,634,2,1.28
375,1243,634,2,1.28
376,1255,173,24,0.85
377,1255,59,6,2.95
378,1274,717,6,1.25
379,1291,78,10,1.95
380,1293,1654,-1,2.55
381,1295,892,2,9.95
382,1295,451,4,1.45
383,1305,2007,1,1.25
384,1315,379,40,1.85
385,1316,103,6,2.95
386,1324,763,6,1.65
387,1324,2450,6,1.65
388,1325,454,4,3.75
389,1334,2167,6,1.95
390,1339,128,12,1.65
391,1339,3581,12,1.65
392,1348,1452,2,7.95
393,1357,772,1,8.47
394,1356,772,1,8.47
395,1355,772,1,8.47
396,1354,772,1,8.47
397,1353,772,1,8.47
398,1357,1073,1,4.21
399,1356,1073,1,4.21
400,1355,1073,1,4.21
401,1354,1073,1,4.21
402,1353,1073,1,4.21
403,1357,990,11,1.66
404,1356,990,11,1.66
405,1355,990,11,1.66
406,1354,990,11,1.66
407,1353,990,11,1.66
408,1357,1213,1,3.36
409,1356,1213,1,3.36
410,1355,1213,1,3.36
411,1354,1213,1,3.36
412,1353,1213,1,3.36
413,1357,791,2,7.62
414,1356,791,2,7.62
415,1355,791,2,7.62
416,1354,791,2,7.62
417,1353,791,2,7.62
418,1357,128,5,3.36
419,1357,3581,5,3.36
420,1356,128,5,3.36
421,1356,3581,5,3.36
422,1355,128,5,3.36
423,1355,3581,5,3.36
424,1354,128,5,3.36
425,1354,3581,5,3.36
426,1353,128,5,3.36
427,1353,3581,5,3.36
428,1385,119,1,14.95
429,1390,709,12,1.25
430,1393,1622,4,2.95
431,1393,2895,4,2.95
432,1456,166,12,0.85
433,1456,2699,12,0.85
434,1461,522,10,1.65
435,1476,629,1,2.95
436,1476,115,1,2.10
438,1477,776,1,50.00
439,1506,11,1,2.10
440,1512,1105,2,0.85
441,1581,806,2,3.75
442,1604,728,2,6.95
443,1612,522,2,3.36
444,1611,522,2,3.36
445,1610,522,2,3.36
446,1609,522,2,3.36
447,1608,522,2,3.36
448,1612,2059,1,25.49
449,1611,2059,1,25.49
450,1610,2059,1,25.49
451,1609,2059,1,25.49
452,1608,2059,1,25.49
453,1612,218,4,9.32
454,1611,218,4,9.32
455,1610,218,4,9.32
456,1609,218,4,9.32
457,1608,218,4,9.32
458,1612,1262,1,4.21
459,1611,1262,1,4.21
460,1610,1262,1,4.21
461,1609,1262,1,4.21
462,1608,1262,1,4.21
463,1612,166,1,1.66
464,1612,2699,1,1.66
465,1611,166,1,1.66
466,1611,2699,1,1.66
467,1610,166,1,1.66
468,1610,2699,1,1.66
469,1609,166,1,1.66
470,1609,2699,1,1.66
471,1608,166,1,1.66
472,1608,2699,1,1.66
473,1612,324,6,5.06
474,1611,324,6,5.06
475,1610,324,6,5.06
476,1609,324,6,5.06
477,1608,324,6,5.06
478,1612,1803,1,3.36
479,1611,1803,1,3.36
480,1610,1803,1,3.36
481,1609,1803,1,3.36
482,1608,1803,1,3.36
483,1612,64,1,7.62
484,1612,3318,1,7.62
485,1611,64,1,7.62
486,1611,3318,1,7.62
487,1610,64,1,7.62
488,1610,3318,1,7.62
489,1609,64,1,7.62
490,1609,3318,1,7.62
491,1608,64,1,7.62
492,1608,3318,1,7.62
493,1612,1134,1,4.21
494,1611,1134,1,4.21
495,1610,1134,1,4.21
496,1609,1134,1,4.21
497,1608,1134,1,4.21
498,1626,1301,12,1.65
499,1637,270,-24,0.85
500,1652,1414,2,9.95
501,1785,158,2,12.72
502,1784,158,2,12.72
503,1783,158,2,12.72
504,1782,158,2,12.72
505,1781,158,2,12.72
506,1790,57,4,25.49
507,1790,2967,4,25.49
508,1790,3515,4,25.49
509,1789,57,4,25.49
510,1789,2967,4,25.49
511,1789,3515,4,25.49
512,1788,57,4,25.49
513,1788,2967,4,25.49
514,1788,3515,4,25.49
515,1787,57,4,25.49
516,1787,2967,4,25.49
517,1787,3515,4,25.49
518,1786,57,4,25.49
519,1786,2967,4,25.49
520,1786,3515,4,25.49
521,1790,681,1,8.47
522,1789,681,1,8.47
523,1788,681,1,8.47
524,1787,681,1,8.47
525,1786,681,1,8.47
526,1790,440,1,5.91
527,1789,440,1,5.91
528,1788,440,1,5.91
529,1787,440,1,5.91
530,1786,440,1,5.91
531,1803,1013,9,2.10
532,1852,981,1,2.51
533,1851,981,1,2.51
534,1850,981,1,2.51
535,1849,981,1,2.51
536,1848,981,1,2.51
537,1852,635,3,1.28
538,1852,3534,3,1.28
539,1851,635,3,1.28
540,1851,3534,3,1.28
541,1850,635,3,1.28
542,1850,3534,3,1.28
543,1849,635,3,1.28
544,1849,3534,3,1.28
545,1848,635,3,1.28
546,1848,3534,3,1.28
547,1852,634,4,1.28
548,1851,634,4,1.28
549,1850,634,4,1.28
550,1849,634,4,1.28
551,1848,634,4,1.28
552,1852,501,6,2.51
553,1851,501,6,2.51
554,1850,501,6,2.51
555,1849,501,6,2.51
556,1848,501,6,2.51
557,1852,360,3,0.85
558,1851,360,3,0.85
559,1850,360,3,0.85
560,1849,360,3,0.85
561,1848,360,3,0.85
562,1852,1408,1,13.57
563,1851,1408,1,13.57
564,1850,1408,1,13.57
565,1849,1408,1,13.57
566,1848,1408,1,13.57
567,1852,150,1,11.02
568,1851,150,1,11.02
569,1850,150,1,11.02
570,1849,150,1,11.02
571,1848,150,1,11.02
572,1852,151,2,3.36
573,1851,151,2,3.36
574,1850,151,2,3.36
575,1849,151,2,3.36
576,1848,151,2,3.36
577,1852,142,1,10.17
578,1852,3472,1,10.17
579,1851,142,1,10.17
580,1851,3472,1,10.17
581,1850,142,1,10.17
582,1850,3472,1,10.17
583,1849,142,1,10.17
584,1849,3472,1,10.17
585,1848,142,1,10.17
586,1848,3472,1,10.17
587,1852,925,1,16.98
588,1851,925,1,16.98
589,1850,925,1,16.98
590,1849,925,1,16.98
591,1848,925,1,16.98
592,1884,282,1,1.25
593,1888,2179,1,2.10
594,1892,12,2,2.10
595,1895,1121,8,12.75
596,1920,50,12,1.25
597,1925,122,1,5.45
598,1925,3207,1,5.45
599,1925,2572,1,7.95
600,1925,3374,1,7.95
601,1929,731,20,2.10
602,1933,1140,6,3.75
603,1939,1285,12,2.10
604,1939,2979,12,2.10
605,1950,1021,2,7.62
606,1949,1021,2,7.62
607,1948,1021,2,7.62
608,1947,1021,2,7.62
609,1946,1021,2,7.62
610,1950,542,1,0.85
611,1949,542,1,0.85
612,1948,542,1,0.85
613,1947,542,1,0.85
614,1946,542,1,0.85
615,1950,2235,1,1.66
616,1949,2235,1,1.66
617,1948,2235,1,1.66
618,1947,2235,1,1.66
619,1946,2235,1,1.66
620,1956,38,4,3.36
621,1955,38,4,3.36
622,1954,38,4,3.36
623,1953,38,4,3.36
624,1952,38,4,3.36
625,1956,896,9,5.06
626,1956,2943,9,5.06
627,1955,896,9,5.06
628,1955,2943,9,5.06
629,1954,896,9,5.06
630,1954,2943,9,5.06
631,1953,896,9,5.06
632,1953,2943,9,5.06
633,1952,896,9,5.06
634,1952,2943,9,5.06
635,1967,237,1,5.95
636,1966,237,1,5.95
637,1965,237,1,5.95
638,1964,237,1,5.95
639,1963,237,1,5.95
640,1978,439,2,1.25
641,1988,624,2,2.95
642,1988,813,10,0.42
643,2007,1523,1,4.95
644,2011,203,4,2.10
645,2019,3,3,3.25
646,2019,3264,3,3.25
647,2019,3502,3,3.25
648,2020,1217,3,2.10
649,2020,969,2,1.65
650,2020,413,6,0.85
651,2020,3105,6,0.85
652,2025,84,2,1.25
653,2029,1333,2,3.75
654,2039,75,6,3.75
655,2044,1011,2,4.21
656,2043,1011,2,4.21
657,2042,1011,2,4.21
658,2041,1011,2,4.21
659,2040,1011,2,4.21
660,2044,817,5,3.36
661,2044,1838,5,3.36
662,2043,817,5,3.36
663,2043,1838,5,3.36
664,2042,817,5,3.36
665,2042,1838,5,3.36
666,2041,817,5,3.36
667,2041,1838,5,3.36
668,2040,817,5,3.36
669,2040,1838,5,3.36
670,2044,172,20,3.36
671,2044,2933,20,3.36
672,2043,172,20,3.36
673,2043,2933,20,3.36
674,2042,172,20,3.36
675,2042,2933,20,3.36
676,2041,172,20,3.36
677,2041,2933,20,3.36
678,2040,172,20,3.36
679,2040,2933,20,3.36
680,2044,314,1,3.36
681,2043,314,1,3.36
682,2042,314,1,3.36
683,2041,314,1,3.36
684,2040,314,1,3.36
685,2045,1147,12,0.42
686,2066,104,2,12.72
687,2065,104,2,12.72
688,2064,104,2,12.72
689,2063,104,2,12.72
690,2062,104,2,12.72
691,2066,1800,1,2.51
692,2065,1800,1,2.51
693,2064,1800,1,2.51
694,2063,1800,1,2.51
695,2062,1800,1,2.51
696,2066,617,2,3.36
697,2065,617,2,3.36
698,2064,617,2,3.36
699,2063,617,2,3.36
700,2062,617,2,3.36
701,2066,624,3,5.91
702,2065,624,3,5.91
703,2064,624,3,5.91
704,2063,624,3,5.91
705,2062,624,3,5.91
706,2066,1,7,5.91
707,2065,1,7,5.91
708,2064,1,7,5.91
709,2063,1,7,5.91
710,2062,1,7,5.91
711,2093,967,6,1.25
712,2093,3479,6,1.25
713,2096,654,12,2.95
714,2120,2158,12,1.65
715,2223,296,10,1.65
716,2223,140,6,5.95
717,2223,3237,6,5.95
718,2240,2661,8,3.95
719,2246,394,24,1.25
720,2246,3378,24,1.25
721,2256,967,24,1.25
722,2256,3479,24,1.25
723,2256,21,2,7.95
724,2268,219,24,4.25
725,2273,2045,1,3.75
728,2276,110,1,1.25
729,2276,3463,1,1.25
730,2276,3606,1,1.25
731,2277,1003,4,0.42
732,2279,275,4,4.65
733,2279,2832,4,4.65
734,2279,2906,4,4.65
735,2279,2982,4,4.65
736,2279,3058,4,4.65
737,2282,289,36,1.25
738,2311,178,12,4.25
739,2317,1788,4,2.51
740,2316,1788,4,2.51
741,2315,1788,4,2.51
742,2314,1788,4,2.51
743,2313,1788,4,2.51
744,2317,70,110,2.13
745,2316,70,110,2.13
746,2315,70,110,2.13
747,2314,70,110,2.13
748,2313,70,110,2.13
749,2317,219,1,0.00
750,2316,219,1,0.00
751,2315,219,1,0.00
752,2314,219,1,0.00
753,2313,219,1,0.00
759,2317,451,18,4.21
760,2316,451,18,4.21
761,2315,451,18,4.21
762,2314,451,18,4.21
763,2313,451,18,4.21
764,2317,325,2,4.21
765,2316,325,2,4.21
766,2315,325,2,4.21
767,2314,325,2,4.21
768,2313,325,2,4.21
769,2329,391,2,13.57
770,2328,391,2,13.57
771,2327,391,2,13.57
772,2326,391,2,13.57
773,2325,391,2,13.57
774,2353,484,2,7.95
775,2380,629,2,2.95
776,2391,1557,48,1.25
777,2403,1588,12,0.42
778,2416,128,4,1.65
779,2416,3581,4,1.65
780,2417,559,24,1.25
781,2426,38,2,1.95
782,2431,444,4,3.75
783,2441,1219,1,2.10
784,2441,3742,1,2.10
785,2520,833,1,0.85
786,2524,2047,6,5.49
787,2540,489,-4,4.25
788,2548,381,6,2.95
789,2548,426,12,0.85
790,2569,1132,16,1.95
791,2572,1239,12,0.42
792,2580,102,3,4.95
793,2638,1186,6,2.95
794,2646,2768,1,5.95
795,2683,1553,6,2.95
796,2717,2778,1,2.96
797,2716,2778,1,2.96
798,2715,2778,1,2.96
799,2714,2778,1,2.96
800,2713,2778,1,2.96
801,2717,762,1,12.72
802,2716,762,1,12.72
803,2715,762,1,12.72
804,2714,762,1,12.72
805,2713,762,1,12.72
806,2717,1227,1,16.13
807,2716,1227,1,16.13
808,2715,1227,1,16.13
809,2714,1227,1,16.13
810,2713,1227,1,16.13
811,2717,1337,1,6.77
812,2716,1337,1,6.77
813,2715,1337,1,6.77
814,2714,1337,1,6.77
815,2713,1337,1,6.77
816,2717,879,1,6.77
817,2716,879,1,6.77
818,2715,879,1,6.77
819,2714,879,1,6.77
820,2713,879,1,6.77
821,2723,439,2,2.51
822,2722,439,2,2.51
823,2721,439,2,2.51
824,2720,439,2,2.51
825,2719,439,2,2.51
826,2723,575,2,1.66
827,2722,575,2,1.66
828,2721,575,2,1.66
829,2720,575,2,1.66
830,2719,575,2,1.66
831,2723,1124,1,3.36
832,2723,3232,1,3.36
833,2722,1124,1,3.36
834,2722,3232,1,3.36
835,2721,1124,1,3.36
836,2721,3232,1,3.36
837,2720,1124,1,3.36
838,2720,3232,1,3.36
839,2719,1124,1,3.36
840,2719,3232,1,3.36
841,2723,245,1,1.28
842,2722,245,1,1.28
843,2721,245,1,1.28
844,2720,245,1,1.28
845,2719,245,1,1.28
846,2728,446,1,8.47
847,2727,446,1,8.47
848,2726,446,1,8.47
849,2725,446,1,8.47
850,2724,446,1,8.47
851,2728,2095,2,5.91
852,2727,2095,2,5.91
853,2726,2095,2,5.91
854,2725,2095,2,5.91
855,2724,2095,2,5.91
856,2728,1417,1,5.06
857,2728,3033,1,5.06
858,2727,1417,1,5.06
859,2727,3033,1,5.06
860,2726,1417,1,5.06
861,2726,3033,1,5.06
862,2725,1417,1,5.06
863,2725,3033,1,5.06
864,2724,1417,1,5.06
865,2724,3033,1,5.06
866,2728,577,1,1.66
867,2727,577,1,1.66
868,2726,577,1,1.66
869,2725,577,1,1.66
870,2724,577,1,1.66
871,2728,2583,1,5.06
872,2727,2583,1,5.06
873,2726,2583,1,5.06
874,2725,2583,1,5.06
875,2724,2583,1,5.06
876,2739,753,24,0.42
877,2749,1758,2,1.25
878,2749,1842,2,1.25
879,2754,977,1,2.51
880,2753,977,1,2.51
881,2752,977,1,2.51
882,2751,977,1,2.51
883,2750,977,1,2.51
884,2754,171,9,1.66
885,2753,171,9,1.66
886,2752,171,9,1.66
887,2751,171,9,1.66
888,2750,171,9,1.66
889,2754,2364,3,3.25
890,2753,2364,3,3.25
891,2752,2364,3,3.25
892,2751,2364,3,3.25
893,2750,2364,3,3.25
894,2755,254,40,1.25
895,2755,2455,40,1.25
896,2760,109,1,8.47
897,2760,1403,1,8.47
898,2759,109,1,8.47
899,2759,1403,1,8.47
900,2758,109,1,8.47
901,2758,1403,1,8.47
902,2757,109,1,8.47
903,2757,1403,1,8.47
904,2756,109,1,8.47
905,2756,1403,1,8.47
906,2760,930,1,8.47
907,2759,930,1,8.47
908,2758,930,1,8.47
909,2757,930,1,8.47
910,2756,930,1,8.47
911,2760,321,1,0.43
912,2759,321,1,0.43
913,2758,321,1,0.43
914,2757,321,1,0.43
915,2756,321,1,0.43
916,2776,394,12,1.25
917,2776,3378,12,1.25
918,2784,1790,1,1.69
919,2784,3535,1,1.69
920,2785,2822,1,1.69
921,2787,1523,1,4.95
922,2788,776,1,50.00
923,2790,144,2,4.25
924,2790,408,2,0.85
925,2792,178,4,4.25
926,2808,171,6,0.85
927,2807,171,6,0.85
928,2806,171,6,0.85
929,2805,171,6,0.85
930,2804,171,6,0.85
931,2822,117,8,2.95
932,2825,716,12,2.95
933,2825,1143,6,3.75
934,2825,3319,6,3.75
935,2831,2133,3,0.43
936,2830,2133,3,0.43
937,2829,2133,3,0.43
938,2828,2133,3,0.43
939,2827,2133,3,0.43
940,2831,83,1,4.21
941,2830,83,1,4.21
942,2829,83,1,4.21
943,2828,83,1,4.21
944,2827,83,1,4.21
945,2911,292,1,1.28
946,2910,292,1,1.28
947,2909,292,1,1.28
948,2908,292,1,1.28
949,2907,292,1,1.28
950,2934,535,16,10.95
951,2934,2479,16,10.95
952,2934,3417,16,10.95
953,2939,814,1,0.85
954,2939,2262,1,0.85
955,2938,814,1,0.85
956,2938,2262,1,0.85
957,2937,814,1,0.85
958,2937,2262,1,0.85
959,2936,814,1,0.85
960,2936,2262,1,0.85
961,2935,814,1,0.85
962,2935,2262,1,0.85
963,2939,127,3,5.91
964,2938,127,3,5.91
965,2937,127,3,5.91
966,2936,127,3,5.91
967,2935,127,3,5.91
968,2939,865,4,1.66
969,2938,865,4,1.66
970,2937,865,4,1.66
971,2936,865,4,1.66
972,2935,865,4,1.66
973,2939,1083,1,1.66
974,2938,1083,1,1.66
975,2937,1083,1,1.66
976,2936,1083,1,1.66
977,2935,1083,1,1.66
978,2944,79,24,1.45
979,2983,1118,1,22.00
980,2982,1118,1,22.00
981,2981,1118,1,22.00
982,2980,1118,1,22.00
983,2979,1118,1,22.00
984,2984,127,8,2.95
985,2985,1867,16,2.10
986,3041,221,1,5.06
987,3040,221,1,5.06
988,3039,221,1,5.06
989,3038,221,1,5.06
990,3037,221,1,5.06
991,3041,818,2,16.98
992,3040,818,2,16.98
993,3039,818,2,16.98
994,3038,818,2,16.98
995,3037,818,2,16.98
996,3041,345,1,5.91
997,3040,345,1,5.91
998,3039,345,1,5.91
999,3038,345,1,5.91
1000,3037,345,1,5.91
1001,3051,807,12,1.65
1002,3057,892,2,9.95
1003,3058,1522,216,0.21
1004,3089,128,4,4.21
1005,3089,3581,4,4.21
1006,3088,128,4,4.21
1007,3088,3581,4,4.21
1008,3087,128,4,4.21
1009,3087,3581,4,4.21
1010,3086,128,4,4.21
1011,3086,3581,4,4.21
1012,3085,128,4,4.21
1013,3085,3581,4,4.21
1014,3089,41,1,4.21
1015,3088,41,1,4.21
1016,3087,41,1,4.21
1017,3086,41,1,4.21
1018,3085,41,1,4.21
1019,3099,1660,2,7.62
1020,3098,1660,2,7.62
1021,3097,1660,2,7.62
1022,3096,1660,2,7.62
1023,3095,1660,2,7.62
1024,3099,1871,1,5.91
1025,3098,1871,1,5.91
1026,3097,1871,1,5.91
1027,3096,1871,1,5.91
1028,3095,1871,1,5.91
1029,3119,1634,1,8.47
1030,3118,1634,1,8.47
1031,3117,1634,1,8.47
1032,3116,1634,1,8.47
1033,3115,1634,1,8.47
1034,3149,525,7,3.36
1035,3148,525,7,3.36
1036,3147,525,7,3.36
1037,3146,525,7,3.36
1038,3145,525,7,3.36
1039,3149,1220,1,6.77
1040,3148,1220,1,6.77
1041,3147,1220,1,6.77
1042,3146,1220,1,6.77
1043,3145,1220,1,6.77
1044,3161,229,3,1.25
1045,3182,1393,12,0.42
1046,3182,1825,12,0.42
1047,3188,2660,2,3.95
1048,3188,220,6,3.75
1049,3188,2840,6,3.75
1050,3214,531,48,2.10
1051,3219,1510,4,3.35
1052,3248,361,1,5.06
1053,3248,3792,1,5.06
1054,3247,361,1,5.06
1055,3247,3792,1,5.06
1056,3246,361,1,5.06
1057,3246,3792,1,5.06
1058,3245,361,1,5.06
1059,3245,3792,1,5.06
1060,3244,361,1,5.06
1061,3244,3792,1,5.06
