purchases_id,BillNumber,BillDate,client_id
226,536614,"2010-12-02 09:44:00",1
227,536615,"2010-12-02 10:09:00",109
228,536616,"2010-12-02 10:10:00",110
229,536617,"2010-12-02 10:17:00",111
230,536618,"2010-12-02 10:17:00",112
231,536619,"2010-12-02 10:18:00",112
232,536620,"2010-12-02 10:27:00",113
233,536621,"2010-12-02 10:35:00",114
234,C536622,"2010-12-02 10:37:00",115
235,536623,"2010-12-02 10:39:00",116
236,536624,"2010-12-02 10:45:00",117
237,536626,"2010-12-02 10:46:00",117
238,C536625,"2010-12-02 10:46:00",118
239,536627,"2010-12-02 10:53:00",119
240,536628,"2010-12-02 10:54:00",1
241,536629,"2010-12-02 10:55:00",1
242,536630,"2010-12-02 10:56:00",1
243,536631,"2010-12-02 10:58:00",1
244,536632,"2010-12-02 11:02:00",120
245,536633,"2010-12-02 11:20:00",121
246,536634,"2010-12-02 11:21:00",122
247,536635,"2010-12-02 11:22:00",123
248,536636,"2010-12-02 11:23:00",124
249,536637,"2010-12-02 11:35:00",122
250,536638,"2010-12-02 11:41:00",125
251,536639,"2010-12-02 11:45:00",126
252,536640,"2010-12-02 11:45:00",1256
253,536640,"2010-12-02 11:45:00",1051
254,536640,"2010-12-02 11:45:00",915
255,536640,"2010-12-02 11:45:00",225
256,536640,"2010-12-02 11:45:00",33
257,536641,"2010-12-02 11:46:00",50
258,C536642,"2010-12-02 11:56:00",127
259,536643,"2010-12-02 11:57:00",127
260,536663,"2010-12-02 12:07:00",128
261,536667,"2010-12-02 12:09:00",129
262,536670,"2010-12-02 12:09:00",129
263,536671,"2010-12-02 12:10:00",130
264,536672,"2010-12-02 12:10:00",131
265,536673,"2010-12-02 12:11:00",132
266,536674,"2010-12-02 12:16:00",133
267,536676,"2010-12-02 12:18:00",134
268,536681,"2010-12-02 12:22:00",135
269,536685,"2010-12-02 12:23:00",1
270,536688,"2010-12-02 12:24:00",1
271,536690,"2010-12-02 12:25:00",1
272,536693,"2010-12-02 12:26:00",1
273,536698,"2010-12-02 12:28:00",136
274,536707,"2010-12-02 12:33:00",137
275,536732,"2010-12-02 12:47:00",138
276,536733,"2010-12-02 12:50:00",139
277,C536734,"2010-12-02 12:50:00",140
278,536735,"2010-12-02 12:58:00",141
279,536736,"2010-12-02 12:59:00",141
280,C536737,"2010-12-02 13:05:00",66
281,536738,"2010-12-02 13:06:00",142
282,536739,"2010-12-02 13:08:00",143
283,536740,"2010-12-02 13:08:00",142
284,536741,"2010-12-02 13:11:00",144
285,536742,"2010-12-02 13:14:00",145
286,536743,"2010-12-02 13:32:00",146
287,536744,"2010-12-02 13:36:00",147
288,536745,"2010-12-02 13:38:00",148
289,536746,"2010-12-02 13:39:00",149
290,536747,"2010-12-02 13:44:00",150
291,536748,"2010-12-02 13:45:00",151
292,536749,"2010-12-02 13:49:00",152
293,536750,"2010-12-02 14:04:00",1
294,536751,"2010-12-02 14:05:00",1
295,536752,"2010-12-02 14:06:00",1
296,536753,"2010-12-02 14:07:00",1
297,536754,"2010-12-02 14:09:00",153
298,536755,"2010-12-02 14:14:00",1256
299,536755,"2010-12-02 14:14:00",1051
300,536755,"2010-12-02 14:14:00",915
301,536755,"2010-12-02 14:14:00",225
302,536755,"2010-12-02 14:14:00",33
303,536756,"2010-12-02 14:23:00",1256
304,536756,"2010-12-02 14:23:00",1051
305,536756,"2010-12-02 14:23:00",915
306,536756,"2010-12-02 14:23:00",225
307,536756,"2010-12-02 14:23:00",33
308,C536757,"2010-12-02 14:23:00",154
309,C536758,"2010-12-02 14:25:00",22
310,536759,"2010-12-02 14:26:00",155
311,C536760,"2010-12-02 14:29:00",156
312,536761,"2010-12-02 14:30:00",157
313,536762,"2010-12-02 14:40:00",158
314,536763,"2010-12-02 14:42:00",159
315,536764,"2010-12-02 14:42:00",1256
316,536764,"2010-12-02 14:42:00",1051
317,536764,"2010-12-02 14:42:00",915
318,536764,"2010-12-02 14:42:00",225
319,536764,"2010-12-02 14:42:00",33
320,536765,"2010-12-02 14:43:00",1256
321,536765,"2010-12-02 14:43:00",1051
322,536765,"2010-12-02 14:43:00",915
323,536765,"2010-12-02 14:43:00",225
324,536765,"2010-12-02 14:43:00",33
325,536769,"2010-12-02 14:47:00",160
326,536771,"2010-12-02 14:49:00",160
327,536777,"2010-12-02 15:00:00",161
328,536778,"2010-12-02 15:03:00",162
329,536779,"2010-12-02 15:08:00",163
330,536780,"2010-12-02 15:09:00",1256
331,536780,"2010-12-02 15:09:00",1051
332,536780,"2010-12-02 15:09:00",915
333,536780,"2010-12-02 15:09:00",225
334,536780,"2010-12-02 15:09:00",33
335,536781,"2010-12-02 15:14:00",90
336,536782,"2010-12-02 15:18:00",164
337,536783,"2010-12-02 15:19:00",165
338,536784,"2010-12-02 15:20:00",165
339,536785,"2010-12-02 15:22:00",165
340,536786,"2010-12-02 15:23:00",165
341,536787,"2010-12-02 15:24:00",1
342,536788,"2010-12-02 15:25:00",165
343,536789,"2010-12-02 15:25:00",1
344,536790,"2010-12-02 15:26:00",1
345,536791,"2010-12-02 15:27:00",1
346,536792,"2010-12-02 15:28:00",165
347,536793,"2010-12-02 15:39:00",166
348,536794,"2010-12-02 15:40:00",22
349,536795,"2010-12-02 15:40:00",167
350,536796,"2010-12-02 15:46:00",168
351,536797,"2010-12-02 15:49:00",169
352,536798,"2010-12-02 15:55:00",170
353,536799,"2010-12-02 16:00:00",171
354,536800,"2010-12-02 16:12:00",172
355,536801,"2010-12-02 16:12:00",1256
356,536801,"2010-12-02 16:12:00",1051
357,536801,"2010-12-02 16:12:00",915
358,536801,"2010-12-02 16:12:00",225
359,536801,"2010-12-02 16:12:00",33
360,536802,"2010-12-02 16:29:00",173
361,536803,"2010-12-02 16:33:00",69
362,536804,"2010-12-02 16:34:00",174
363,536805,"2010-12-02 16:38:00",175
364,536806,"2010-12-02 16:42:00",176
365,C536807,"2010-12-02 16:45:00",177
366,536808,"2010-12-02 16:46:00",178
367,536809,"2010-12-02 16:48:00",179
368,536810,"2010-12-02 16:50:00",179
369,536811,"2010-12-02 16:51:00",179
370,C536812,"2010-12-02 16:58:00",128
371,536813,"2010-12-02 16:59:00",180
372,C536814,"2010-12-02 17:03:00",181
373,C536815,"2010-12-02 17:05:00",182
374,C536816,"2010-12-02 17:06:00",182
375,C536817,"2010-12-02 17:08:00",183
376,C536818,"2010-12-02 17:09:00",184
377,536819,"2010-12-02 17:12:00",185
378,C536820,"2010-12-02 17:14:00",186
379,536821,"2010-12-02 17:17:00",187
380,C536822,"2010-12-02 17:19:00",188
381,536823,"2010-12-02 17:22:00",189
382,536824,"2010-12-02 17:24:00",190
383,C536825,"2010-12-02 17:27:00",191
384,C536826,"2010-12-02 17:30:00",23
385,C536827,"2010-12-02 17:31:00",21
386,C536828,"2010-12-02 17:35:00",192
387,C536829,"2010-12-02 17:36:00",193
388,536830,"2010-12-02 17:38:00",194
389,536831,"2010-12-02 17:40:00",14
390,536832,"2010-12-02 17:41:00",195
391,536833,"2010-12-02 17:48:00",196
392,536834,"2010-12-02 17:51:00",197
393,536835,"2010-12-02 18:06:00",198
394,536836,"2010-12-02 18:08:00",186
395,536837,"2010-12-02 18:15:00",199
396,536838,"2010-12-02 18:23:00",200
397,536839,"2010-12-02 18:25:00",201
398,536840,"2010-12-02 18:27:00",202
399,536841,"2010-12-02 18:27:00",203
400,536842,"2010-12-02 18:45:00",204
401,536843,"2010-12-02 18:46:00",204
402,536844,"2010-12-02 18:49:00",205
403,536845,"2010-12-02 19:18:00",206
404,536846,"2010-12-02 19:59:00",207
405,536847,"2010-12-03 09:31:00",208
406,536848,"2010-12-03 09:39:00",21
407,536849,"2010-12-03 09:45:00",209
408,C536850,"2010-12-03 09:47:00",210
409,536851,"2010-12-03 09:49:00",211
410,536852,"2010-12-03 09:51:00",212
411,C536853,"2010-12-03 10:07:00",213
412,C536854,"2010-12-03 10:09:00",214
413,C536855,"2010-12-03 10:11:00",215
414,536856,"2010-12-03 10:26:00",216
415,536857,"2010-12-03 10:33:00",217
416,536858,"2010-12-03 10:36:00",218
417,536859,"2010-12-03 10:43:00",219
418,536860,"2010-12-03 10:43:00",220
419,536861,"2010-12-03 10:44:00",221
420,536862,"2010-12-03 11:13:00",1256
421,536862,"2010-12-03 11:13:00",1051
422,536862,"2010-12-03 11:13:00",915
423,536862,"2010-12-03 11:13:00",225
424,536862,"2010-12-03 11:13:00",33
425,536863,"2010-12-03 11:19:00",222
426,536864,"2010-12-03 11:27:00",1256
427,536864,"2010-12-03 11:27:00",1051
428,536864,"2010-12-03 11:27:00",915
429,536864,"2010-12-03 11:27:00",225
430,536864,"2010-12-03 11:27:00",33
431,536865,"2010-12-03 11:28:00",1256
432,536865,"2010-12-03 11:28:00",1051
433,536865,"2010-12-03 11:28:00",915
434,536865,"2010-12-03 11:28:00",225
435,536865,"2010-12-03 11:28:00",33
436,536866,"2010-12-03 11:28:00",1256
437,536866,"2010-12-03 11:28:00",1051
438,536866,"2010-12-03 11:28:00",915
439,536866,"2010-12-03 11:28:00",225
440,536866,"2010-12-03 11:28:00",33
441,536874,"2010-12-03 11:35:00",223
442,536876,"2010-12-03 11:36:00",1256
443,536876,"2010-12-03 11:36:00",1051
444,536876,"2010-12-03 11:36:00",915
445,536876,"2010-12-03 11:36:00",225
446,536876,"2010-12-03 11:36:00",33
447,536883,"2010-12-03 11:41:00",1256
448,536883,"2010-12-03 11:41:00",1051
449,536883,"2010-12-03 11:41:00",915
450,536883,"2010-12-03 11:41:00",225
451,536883,"2010-12-03 11:41:00",33
452,536884,"2010-12-03 11:42:00",224
453,536885,"2010-12-03 11:42:00",1256
454,536885,"2010-12-03 11:42:00",1051
455,536885,"2010-12-03 11:42:00",915
456,536885,"2010-12-03 11:42:00",225
457,536885,"2010-12-03 11:42:00",33
458,536890,"2010-12-03 11:48:00",183
459,536920,"2010-12-03 12:01:00",1256
460,536920,"2010-12-03 12:01:00",1051
461,536920,"2010-12-03 12:01:00",915
462,536920,"2010-12-03 12:01:00",225
463,536920,"2010-12-03 12:01:00",33
464,536938,"2010-12-03 12:05:00",226
465,536941,"2010-12-03 12:08:00",1256
466,536941,"2010-12-03 12:08:00",1051
467,536941,"2010-12-03 12:08:00",915
468,536941,"2010-12-03 12:08:00",225
469,536941,"2010-12-03 12:08:00",33
470,536942,"2010-12-03 12:08:00",1256
471,536942,"2010-12-03 12:08:00",1051
472,536942,"2010-12-03 12:08:00",915
473,536942,"2010-12-03 12:08:00",225
474,536942,"2010-12-03 12:08:00",33
475,536943,"2010-12-03 12:11:00",227
476,536944,"2010-12-03 12:20:00",228
477,536945,"2010-12-03 12:24:00",229
478,536946,"2010-12-03 12:28:00",230
479,536947,"2010-12-03 12:29:00",230
480,536954,"2010-12-03 12:41:00",8
481,536956,"2010-12-03 12:43:00",231
482,536957,"2010-12-03 12:43:00",8
483,536960,"2010-12-03 12:48:00",232
484,536967,"2010-12-03 12:57:00",233
485,536968,"2010-12-03 13:09:00",234
486,536969,"2010-12-03 13:10:00",234
487,536970,"2010-12-03 13:12:00",235
488,536971,"2010-12-03 13:40:00",236
489,536972,"2010-12-03 13:42:00",237
490,536973,"2010-12-03 13:43:00",238
491,536974,"2010-12-03 13:59:00",239
492,536975,"2010-12-03 14:04:00",69
493,536976,"2010-12-03 14:18:00",240
494,536977,"2010-12-03 14:18:00",241
495,C536978,"2010-12-03 14:19:00",241
496,C536979,"2010-12-03 14:23:00",71
497,536980,"2010-12-03 14:26:00",242
498,536981,"2010-12-03 14:26:00",240
499,536982,"2010-12-03 14:27:00",1256
500,536982,"2010-12-03 14:27:00",1051
501,536982,"2010-12-03 14:27:00",915
502,536982,"2010-12-03 14:27:00",225
503,536982,"2010-12-03 14:27:00",33
504,536983,"2010-12-03 14:30:00",243
505,536984,"2010-12-03 14:35:00",71
506,536985,"2010-12-03 14:40:00",244
507,536986,"2010-12-03 14:40:00",245
508,536987,"2010-12-03 14:54:00",246
509,536988,"2010-12-03 15:05:00",247
510,536989,"2010-12-03 15:10:00",247
511,536990,"2010-12-03 15:14:00",248
512,536991,"2010-12-03 15:16:00",1256
513,536991,"2010-12-03 15:16:00",1051
514,536991,"2010-12-03 15:16:00",915
515,536991,"2010-12-03 15:16:00",225
516,536991,"2010-12-03 15:16:00",33
517,536992,"2010-12-03 15:16:00",249
518,536993,"2010-12-03 15:19:00",250
519,536994,"2010-12-03 15:25:00",251
520,536995,"2010-12-03 15:29:00",1256
521,536995,"2010-12-03 15:29:00",1051
522,536995,"2010-12-03 15:29:00",915
523,536995,"2010-12-03 15:29:00",225
524,536995,"2010-12-03 15:29:00",33
525,536996,"2010-12-03 15:30:00",1256
526,536996,"2010-12-03 15:30:00",1051
527,536996,"2010-12-03 15:30:00",915
528,536996,"2010-12-03 15:30:00",225
529,536996,"2010-12-03 15:30:00",33
530,536997,"2010-12-03 15:30:00",1256
531,536997,"2010-12-03 15:30:00",1051
532,536997,"2010-12-03 15:30:00",915
533,536997,"2010-12-03 15:30:00",225
534,536997,"2010-12-03 15:30:00",33
535,536998,"2010-12-03 15:30:00",1256
536,536998,"2010-12-03 15:30:00",1051
537,536998,"2010-12-03 15:30:00",915
538,536998,"2010-12-03 15:30:00",225
539,536998,"2010-12-03 15:30:00",33
540,536999,"2010-12-03 15:32:00",1256
541,536999,"2010-12-03 15:32:00",1051
542,536999,"2010-12-03 15:32:00",915
543,536999,"2010-12-03 15:32:00",225
544,536999,"2010-12-03 15:32:00",33
545,537000,"2010-12-03 15:32:00",1256
546,537000,"2010-12-03 15:32:00",1051
547,537000,"2010-12-03 15:32:00",915
548,537000,"2010-12-03 15:32:00",225
549,537000,"2010-12-03 15:32:00",33
550,537001,"2010-12-03 15:33:00",1256
551,537001,"2010-12-03 15:33:00",1051
552,537001,"2010-12-03 15:33:00",915
553,537001,"2010-12-03 15:33:00",225
554,537001,"2010-12-03 15:33:00",33
555,537002,"2010-12-03 15:33:00",1256
556,537002,"2010-12-03 15:33:00",1051
557,537002,"2010-12-03 15:33:00",915
558,537002,"2010-12-03 15:33:00",225
559,537002,"2010-12-03 15:33:00",33
560,537003,"2010-12-03 15:33:00",1256
561,537003,"2010-12-03 15:33:00",1051
562,537003,"2010-12-03 15:33:00",915
563,537003,"2010-12-03 15:33:00",225
564,537003,"2010-12-03 15:33:00",33
565,537004,"2010-12-03 15:34:00",1256
566,537004,"2010-12-03 15:34:00",1051
567,537004,"2010-12-03 15:34:00",915
568,537004,"2010-12-03 15:34:00",225
569,537004,"2010-12-03 15:34:00",33
570,537005,"2010-12-03 15:35:00",1256
571,537005,"2010-12-03 15:35:00",1051
572,537005,"2010-12-03 15:35:00",915
573,537005,"2010-12-03 15:35:00",225
574,537005,"2010-12-03 15:35:00",33
575,537006,"2010-12-03 15:36:00",1256
576,537006,"2010-12-03 15:36:00",1051
577,537006,"2010-12-03 15:36:00",915
578,537006,"2010-12-03 15:36:00",225
579,537006,"2010-12-03 15:36:00",33
580,537007,"2010-12-03 15:36:00",1256
581,537007,"2010-12-03 15:36:00",1051
582,537007,"2010-12-03 15:36:00",915
583,537007,"2010-12-03 15:36:00",225
584,537007,"2010-12-03 15:36:00",33
585,537008,"2010-12-03 15:37:00",1256
586,537008,"2010-12-03 15:37:00",1051
587,537008,"2010-12-03 15:37:00",915
588,537008,"2010-12-03 15:37:00",225
589,537008,"2010-12-03 15:37:00",33
590,537009,"2010-12-03 15:38:00",1256
591,537009,"2010-12-03 15:38:00",1051
592,537009,"2010-12-03 15:38:00",915
593,537009,"2010-12-03 15:38:00",225
594,537009,"2010-12-03 15:38:00",33
595,537010,"2010-12-03 15:38:00",1256
596,537010,"2010-12-03 15:38:00",1051
597,537010,"2010-12-03 15:38:00",915
598,537010,"2010-12-03 15:38:00",225
599,537010,"2010-12-03 15:38:00",33
600,537011,"2010-12-03 15:38:00",1256
601,537011,"2010-12-03 15:38:00",1051
602,537011,"2010-12-03 15:38:00",915
603,537011,"2010-12-03 15:38:00",225
604,537011,"2010-12-03 15:38:00",33
605,537012,"2010-12-03 15:39:00",1256
606,537012,"2010-12-03 15:39:00",1051
607,537012,"2010-12-03 15:39:00",915
608,537012,"2010-12-03 15:39:00",225
609,537012,"2010-12-03 15:39:00",33
610,537013,"2010-12-03 15:40:00",1256
611,537013,"2010-12-03 15:40:00",1051
612,537013,"2010-12-03 15:40:00",915
613,537013,"2010-12-03 15:40:00",225
614,537013,"2010-12-03 15:40:00",33
615,537014,"2010-12-03 15:40:00",1256
616,537014,"2010-12-03 15:40:00",1051
617,537014,"2010-12-03 15:40:00",915
618,537014,"2010-12-03 15:40:00",225
619,537014,"2010-12-03 15:40:00",33
620,537015,"2010-12-03 15:41:00",1256
621,537015,"2010-12-03 15:41:00",1051
622,537015,"2010-12-03 15:41:00",915
623,537015,"2010-12-03 15:41:00",225
624,537015,"2010-12-03 15:41:00",33
625,537016,"2010-12-03 15:41:00",1256
626,537016,"2010-12-03 15:41:00",1051
627,537016,"2010-12-03 15:41:00",915
628,537016,"2010-12-03 15:41:00",225
629,537016,"2010-12-03 15:41:00",33
630,537017,"2010-12-03 15:41:00",1256
631,537017,"2010-12-03 15:41:00",1051
632,537017,"2010-12-03 15:41:00",915
633,537017,"2010-12-03 15:41:00",225
634,537017,"2010-12-03 15:41:00",33
635,537018,"2010-12-03 15:42:00",1256
636,537018,"2010-12-03 15:42:00",1051
637,537018,"2010-12-03 15:42:00",915
638,537018,"2010-12-03 15:42:00",225
639,537018,"2010-12-03 15:42:00",33
640,537019,"2010-12-03 15:43:00",1256
641,537019,"2010-12-03 15:43:00",1051
642,537019,"2010-12-03 15:43:00",915
643,537019,"2010-12-03 15:43:00",225
644,537019,"2010-12-03 15:43:00",33
645,537020,"2010-12-03 15:43:00",1256
646,537020,"2010-12-03 15:43:00",1051
647,537020,"2010-12-03 15:43:00",915
648,537020,"2010-12-03 15:43:00",225
649,537020,"2010-12-03 15:43:00",33
650,537021,"2010-12-03 15:43:00",1256
651,537021,"2010-12-03 15:43:00",1051
652,537021,"2010-12-03 15:43:00",915
653,537021,"2010-12-03 15:43:00",225
654,537021,"2010-12-03 15:43:00",33
655,537022,"2010-12-03 15:45:00",252
656,537023,"2010-12-03 16:02:00",253
657,537025,"2010-12-03 16:21:00",1256
